Mod:Item:MetaData, Localized Name
aquaculture:fish:14, Whale
aquaculture:fish:15, Squid
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
betternether:block_eyeball, Eyeball Block
betternether:block_eyeball_small, Small Eyeball Block
betternether:eye_seed, Eye Seed
betternether:nether_grass, Nether Grass
betternether:nether_reed, Nether Reed
betternether:stalagnate_stem, Stalagnate
betternether:stalagnate_seed, Stalagnate Seed
betternether:stalagnate_bark, Stalagnate Bark
betternether:stalagnate_planks, Stalagnate Planks
betternether:stalagnate_planks_stairs, Stalagnate Stairs
betternether:stalagnate_planks_slab_half:0, Stalagnate Slab
betternether:stalagnate_planks_fence, Stalagnate Fence
betternether:stalagnate_planks_gate, Stalagnate Gate
betternether:stalagnate_planks_button, Stalagnate Button
betternether:stalagnate_planks_plate, Stalagnate Pressure Plate
betternether:reeds_block, Reeds Block
betternether:reeds_stairs, Reeds Stairs
betternether:reeds_slab_half:0, Reeds Slab
betternether:reeds_fence, Reeds Fence
betternether:reeds_gate, Reeds Gate
betternether:reeds_button, Reeds Button
betternether:reeds_plate, Reeds Pressure Plate
betternether:lucis_spore, Lucis Spore
betternether:nether_cactus, Nether Cactus
betternether:wart_seed, Wart Seed
betternether:barrel_cactus, Barrel Cactus
betternether:agave, Agave
betternether:black_bush, Black Bush
betternether:ink_bush_seed, Ink Bush Seed
betternether:black_apple_seed, Black Apple Seed
betternether:nether_mycelium, Nether Mycelium
betternether:orange_mushroom, Orange Mushroom
betternether:red_mold, Red Mold
betternether:gray_mold, Gray Mold
betternether:cincinnasite_ore, Cincinnasite Ore
betternether:cincinnasite_block, Cincinnasite Block
betternether:cincinnasite_forged, Forged Cincinnasite Block
betternether:cincinnasite_pillar, Cincinnasite Pillar
betternether:cincinnasite_bricks, Cincinnasite Bricks
betternether:cincinnasite_brick_plate, Cincinnasite Brick Plate
betternether:cincinnasite_stairs, Cincinnasite Stairs
betternether:cincinnasite_slab_half:0, Cincinnasite Slab
betternether:cincinnasite_button, Cincinnasite Button
betternether:cincinnasite_plate, Cincinnasite Plate
betternether:cincinnasite_lantern, Cincinnasite Lantern
betternether:cincinnasite_tile_large, Large Cincinnasite Tile
betternether:cincinnasite_tile_small, Small Cincinnasite Tile
betternether:cincinnasite_carved, Cincinnasite Carved
betternether:nether_brick_tile_large, Large Nether Brick Tile
betternether:nether_brick_tile_small, Small Nether Brick Tile
betternether:cincinnasite_wall, Cincinnasite Wall
betternether:bone_block, Smooth Bone Block
betternether:bone_stairs, Bone Stairs
betternether:bone_slab_half:0, Bone Slab
betternether:bone_button, Bone Button
betternether:bone_plate, Bone Pressure Plate
betternether:cincinnasite_fire_bowl, Cincinnasite Fire Bowl
betternether:bone_wall, Bone Wall
betternether:nether_brick_wall, Nether Brick Wall
betternether:nether_brick_tile_slab_half:0, Small Nether Brick Tile Slab
betternether:nether_brick_tile_stairs, Small Nether Brick Tile Stairs
betternether:bone_mushroom, Bone Mushroom Spores
betternether:reeds_ladder, Reeds Ladder
betternether:cincinnasite_bricks_pillar, Cincinnasite Brick Pillar
betternether:bone_tile, Bone Tile
betternether:cincinnasite_pedestal, Cincinnasite Pedestal
betternether:pig_statue_01, Respawner Statue
betternether:cincinnasite_pot, Cincinnasite Pot
betternether:cincinnasite_frame, Cincinnasite Frame
betternether:quartz_glass, Quartz Glass
betternether:quartz_glass_framed, Framed Quartz Glass
betternether:quartz_stained_glass:0, Quartz Stained Glass White
betternether:quartz_stained_glass:1, Quartz Stained Glass Orange
betternether:quartz_stained_glass:2, Quartz Stained Glass Magenta
betternether:quartz_stained_glass:3, Quartz Stained Glass Light Blue
betternether:quartz_stained_glass:4, Quartz Stained Glass Yellow
betternether:quartz_stained_glass:5, Quartz Stained Glass Lime
betternether:quartz_stained_glass:6, Quartz Stained Glass Pink
betternether:quartz_stained_glass:7, Quartz Stained Glass Gray
betternether:quartz_stained_glass:8, Quartz Stained Glass Silver
betternether:quartz_stained_glass:9, Quartz Stained Glass Cyan
betternether:quartz_stained_glass:10, Quartz Stained Glass Purple
betternether:quartz_stained_glass:11, Quartz Stained Glass Blue
betternether:quartz_stained_glass:12, Quartz Stained Glass Brown
betternether:quartz_stained_glass:13, Quartz Stained Glass Green
betternether:quartz_stained_glass:14, Quartz Stained Glass Red
betternether:quartz_stained_glass:15, Quartz Stained Glass Black
betternether:cincinnasite_bars, Cincinnasite Bars
betternether:quartz_glass_pane, Quartz Glass Pane
betternether:quartz_glass_framed_pane, Framed Quartz Glass Pane
betternether:cincinnasite_forge, Cincinnasite Forge
betternether:netherrack_furnace, Netherrack Furnace
betternether:bone_reed_door, Bone-Reed Door
betternether:bone_cincinnasite_door, Bone-Cincinnasite Door
betternether:quartz_stained_glass_framed:0, Framed Quartz Stained Glass White
betternether:quartz_stained_glass_framed:1, Framed Quartz Stained Glass Orange
betternether:quartz_stained_glass_framed:2, Framed Quartz Stained Glass Magenta
betternether:quartz_stained_glass_framed:3, Framed Quartz Stained Glass Light Blue
betternether:quartz_stained_glass_framed:4, Framed Quartz Stained Glass Yellow
betternether:quartz_stained_glass_framed:5, Framed Quartz Stained Glass Lime
betternether:quartz_stained_glass_framed:6, Framed Quartz Stained Glass Pink
betternether:quartz_stained_glass_framed:7, Framed Quartz Stained Glass Gray
betternether:quartz_stained_glass_framed:8, Framed Quartz Stained Glass Silver
betternether:quartz_stained_glass_framed:9, Framed Quartz Stained Glass Cyan
betternether:quartz_stained_glass_framed:10, Framed Quartz Stained Glass Purple
betternether:quartz_stained_glass_framed:11, Framed Quartz Stained Glass Blue
betternether:quartz_stained_glass_framed:12, Framed Quartz Stained Glass Brown
betternether:quartz_stained_glass_framed:13, Framed Quartz Stained Glass Green
betternether:quartz_stained_glass_framed:14, Framed Quartz Stained Glass Red
betternether:quartz_stained_glass_framed:15, Framed Quartz Stained Glass Black
betternether:chest_of_drawers, Chest of Drawers
betternether:black_apple, Black Apple
betternether:cincinnasite, Cincinnasite
betternether:cincinnasite_pickaxe, Cincinnasite Pickaxe
betternether:cincinnasite_pickaxe_diamond, Cincinnasite-Diamond Pickaxe
betternether:stalagnate_bowl, Stalagnate Bowl
betternether:stalagnate_bowl_wart, Wart Soup
betternether:stalagnate_bowl_mushroom, Mushroom Stew
betternether:stalagnate_bowl_apple, Black Apple
betternether:cincinnasite_axe, Cincinnasite Axe
betternether:cincinnasite_axe_diamond, Cincinnasite-Diamond Axe
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
sereneseasons:greenhouse_glass:0, Greenhouse Glass
sereneseasons:season_sensor_spring:0, Season Sensor
sereneseasons:season_sensor_summer:0, Season Sensor
sereneseasons:season_sensor_autumn:0, Season Sensor
sereneseasons:season_sensor_winter:0, Season Sensor
sereneseasons:ss_icon, SS Icon
sereneseasons:season_clock, Season Clock
elenaidodge:golden_feather, Gold Feathery Ingot
elenaidodge:iron_feather, Iron Feathery Ingot
familiarfauna:ff_icon, item.ff_icon.name
familiarfauna:bug_net, Bug Net
familiarfauna:bug_habitat, Bug Habitat
familiarfauna:pixie_dust, Pixie Dust
familiarfauna:snail_shell, Snail Shell
familiarfauna:turkey_leg_raw, Raw Turkey Leg
familiarfauna:turkey_leg_cooked, Cooked Turkey Leg
familiarfauna:venison_raw, Raw Venison
familiarfauna:venison_cooked, Cooked Venison
forgottenitems:rune_reader, Rune Reader
forgottenitems:advanced_rune_reader, Advanced Rune Reader
forgottenitems:explosion_pickaxe, Explosion Pickaxe
forgottenitems:gamble_pickaxe, Gamble Pickaxe
forgottenitems:vein_pickaxe, Vein Pickaxe
forgottenitems:hasty_pickaxe, Hasty Pickaxe
forgottenitems:obsidian_harvester, Obsidian Harvester
forgottenitems:bound_pickaxe, Bound Pickaxe
forgottenitems:bound_axe, Bound Axe
forgottenitems:bound_shovel, Bound Shovel
forgottenitems:shock_gem, Shock Gem
forgottenitems:heat_gem, Heat Gem
forgottenitems:water_gem, Water Gem
forgottenitems:wind_gem, Wind Gem
forgottenitems:ender_gem, Ender Gem
forgottenitems:shock_talisman, Shock Talisman
forgottenitems:heat_talisman, Heat Talisman
forgottenitems:water_talisman, Water Talisman
forgottenitems:wind_talisman, Wind Talisman
forgottenitems:ender_talisman, Ender Talisman
forgottenitems:golem_helmet, Golem Helmet
forgottenitems:golem_chestplate, Golem Chestplate
forgottenitems:golem_leggings, Golem Leggings
forgottenitems:golem_boots, Golem Boots
forgottenitems:cushioned_boots, Cushioned Boots
forgottenitems:lifebelt, Lifebelt
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
forgottenitems:crafting_rune:0, §dCrafting Rune
realistictorches:torch_unlit, Unlit Torch
realistictorches:torch_lit, Lit Torch
realistictorches:torch_smoldering, Smoldering Torch
realistictorches:moving_light_source, Moving Light Source
realistictorches:matchbox, Matchbox
realistictorches:glowstone_crystal, Glowstone Crystal
realistictorches:glowstone_paste, Glowstone Paste
rustic:olive_oil, Olive Oil
rustic:ironberry_juice, Ironberry Juice
rustic:wildberry_juice, Wildberry Juice
rustic:grape_juice, Grape Juice
rustic:apple_juice, Apple Juice
rustic:ale_wort, Ale Wort
rustic:honey, Honey
rustic:stone_pillar, Stone Pillar
rustic:andesite_pillar, Andesite Pillar
rustic:diorite_pillar, Diorite Pillar
rustic:granite_pillar, Granite Pillar
rustic:chain, Iron Decorational Chain
rustic:candle, Iron Candle
rustic:candle_lever, Iron Candle Lever
rustic:chandelier, Iron Chandelier Ring
rustic:chain_gold, Golden Decorational Chain
rustic:candle_gold, Golden Candle
rustic:candle_lever_gold, Golden Candle Lever
rustic:chandelier_gold, Golden Chandelier Ring
rustic:chain_silver, Silver Decorational Chain
rustic:candle_silver, Silver Candle
rustic:candle_lever_silver, Silver Candle Lever
rustic:chandelier_silver, Silver Chandelier Ring
rustic:beehive, Beehive
rustic:apiary, Apiary
rustic:clay_wall, Clay Wall
rustic:clay_wall_cross, Crossed Clay Wall
rustic:clay_wall_diag, Diagonal Clay Wall
rustic:vase, Pot
rustic:barrel, Barrel
rustic:iron_lattice, Iron Lattice
rustic:iron_lantern, Iron Lantern
rustic:golden_lantern, Golden Lantern
rustic:silver_lantern, Silver Lantern
rustic:painted_wood_white, White Painted Wood
rustic:painted_wood_orange, Orange Painted Wood
rustic:painted_wood_magenta, Magenta Painted Wood
rustic:painted_wood_light_blue, Light Blue Painted Wood
rustic:painted_wood_yellow, Yellow Painted Wood
rustic:painted_wood_lime, Lime Painted Wood
rustic:painted_wood_pink, Pink Painted Wood
rustic:painted_wood_gray, Gray Painted Wood
rustic:painted_wood_silver, Light Gray Painted Wood
rustic:painted_wood_cyan, Cyan Painted Wood
rustic:painted_wood_purple, Purple Painted Wood
rustic:painted_wood_blue, Blue Painted Wood
rustic:painted_wood_brown, Brown Painted Wood
rustic:painted_wood_green, Green Painted Wood
rustic:painted_wood_red, Red Painted Wood
rustic:painted_wood_black, Black Painted Wood
rustic:gargoyle, Gargoyle
rustic:cabinet, Cabinet
rustic:liquid_barrel, Liquid Barrel
rustic:fertile_soil, Fertile Soil
rustic:planks:0, Olive Wood Planks
rustic:planks:1, Ironwood Planks
rustic:log:0, Olive Wood
rustic:log:1, Ironwood
rustic:leaves:0, Olive Leaves
rustic:leaves:1, Ironwood Leaves
rustic:sapling:0, Olive Sapling
rustic:sapling:1, Ironwood Sapling
rustic:crushing_tub, Crushing Tub
rustic:evaporating_basin, Drying Basin
rustic:fence_olive, Olive Wood Fence
rustic:fence_ironwood, Ironwood Fence
rustic:fence_gate_olive, Olive Wood Fence Gate
rustic:fence_gate_ironwood, Ironwood Fence Gate
rustic:olive_slab_item, Olive Wood Slab
rustic:ironwood_slab_item, Ironwood Slab
rustic:stairs_olive, Olive Wood Stairs
rustic:stairs_ironwood, Ironwood Stairs
rustic:condenser, Alchemic Condenser
rustic:retort, Alchemic Retort
rustic:condenser_advanced, Advanced Alchemic Condenser
rustic:retort_advanced, Advanced Alchemic Retort
rustic:crop_stake, Wooden Stake
rustic:wildberry_bush, Wildberry Bush
rustic:rope, Twine
rustic:grape_stem, Grape Seeds
rustic:brewing_barrel, Brewing Barrel
rustic:apple_seeds, Apple Seeds
rustic:sapling_apple, Apple Sapling
rustic:leaves_apple, Apple Leaves
rustic:olive_door, Olive Door
rustic:ironwood_door, Ironwood Door
rustic:lantern_wood, Wooden Lantern
rustic:aloe_vera, Aloe Vera
rustic:blood_orchid, Blood Orchid
rustic:chamomile, Chamomile
rustic:cohosh, Cohosh
rustic:deathstalk_mushroom, Deathstalk Mushroom
rustic:horsetail, Horsetail
rustic:mooncap_mushroom, Mooncap Mushroom
rustic:wind_thistle, Wind Thistle
rustic:cloudsbluff, Cloudsbluff
rustic:core_root, Core Root
rustic:ginseng, Ginseng Root
rustic:marsh_mallow, Marsh Mallow Root
rustic:book, Almanac
rustic:bee, Bee
rustic:honeycomb, Honeycomb
rustic:beeswax, Beeswax
rustic:tallow, Tallow
rustic:olives, Olives
rustic:ironberries, Ironberries
rustic:fluid_bottle, Bottle of %s
rustic:dust_tiny_iron, Tiny Pile of Iron Dust
rustic:elixir, item.rustic.elixir.name
rustic:tomato, Tomato
rustic:tomato_seeds, Tomato Seeds
rustic:chili_pepper, Chili Pepper
rustic:chili_pepper_seeds, Chili Pepper Seeds
rustic:wildberries, Wildberries
rustic:grapes, Grapes
rustic:olivebranch, Dynamic Olive Tree
rustic:oliveseed, Olive Pit
rustic:ironwoodbranch, Dynamic Ironwood Tree
rustic:ironwoodbranchx, tile.rustic:ironwoodbranchx.name
rustic:ironwoodseed, Ironberry Seeds
traverse:fir_log, Fir Wood
scalinghealth:crystalore, Heart Crystal Ore
forge:bucketfilled, %s Bucket
advanced-fishing:blazing_fishing_pole, Ancient Lava Fishing Rod
advanced-fishing:fish:0, Jellyfish
advanced-fishing:fish:1, Magma Jellyfish
advanced-fishing:fish:2, Mud Tuna
advanced-fishing:fish:3, Frost Minnow
advanced-fishing:fish:4, Piranha
advanced-fishing:fish:5, Golden Koi
advanced-fishing:fish:6, Specular Snapper
advanced-fishing:fish:7, Cave Trout
advanced-fishing:fish:8, Obsidian Bream
advanced-fishing:fish:9, Nether Sturgeon
advanced-fishing:fish:10, Quartz Chub
advanced-fishing:fish:11, Flarefin Koi
advanced-fishing:fish:12, Blaze Pike
advanced-fishing:fish:13, Ender Shad
advanced-fishing:fish:14, Pearl Sardine
advanced-fishing:fish:15, Chorus Koi
advanced-fishing:fish:16, Explosive Crucian
advanced-fishing:fish:17, Ruffe
advanced-fishing:fish:18, Sparkling Eel
advanced-fishing:fish:19, Angelfish
advanced-fishing:fish:20, Angler Fish
advanced-fishing:fish:21, Sponge Eater
advanced-fishing:fish:22, Snowy Walleye
advanced-fishing:fish:23, Squid
advanced-fishing:fish:24, Withered Crucian
advanced-fishing:fish:25, Sandy Bass
advanced-fishing:fish:26, Mandarinfish
advanced-fishing:fish:27, Red Shroomfin
advanced-fishing:fish:28, Brown Shroomfin
advanced-fishing:fish:29, Fungi Catfish
advanced-fishing:fish:30, Swamp Plaice
advanced-fishing:fish:31, Crystal Mullet
advanced-fishing:fish:32, Charged Bullhead
advanced-fishing:fish:33, Abyssal Lurker
advanced-fishing:fish:34, Sunfish
advanced-fishing:fish:35, Glacier Anchovy
advanced-fishing:fish:36, Catfish
advanced-fishing:fish:37, Pike
advanced-fishing:fish:38, Magikarp
advanced-fishing:fish:39, Green Jellyfish
advanced-fishing:fish:40, Bonefish
advanced-fishing:fish:41, Cursed Koi
advanced-fishing:fish:42, Spookyfin
antiqueatlas:empty_antique_atlas, Empty Antique Atlas
antiqueatlas:antique_atlas:0, Antique Atlas #0
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
